Country,Region-Geo,Continent,Region,Year,Leap Year,ChildrenPerWoman,IncomePerPerson,Infantmortality,LifeExpectancy,Populationtotal,Populationdensity
Chile,America - South,Central and South America,America,1968,[1968],4.392,10378.96058,72.3,60.874,9220343,12.186
China,Asia - Eastern,Asia,East Asia & Pacific,1968,[1968],6.37,1445.19169,,59.4052,769666505,80.199
Colombia,America - South,Central and South America,America,1968,[1968],6.05,5541.291555,74.1,60.226,20225830,17.759
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],7.055,3655.792792,,46.754,227075,122.018
Cook Islands,Oceania,Oceania,East Asia & Pacific,1968,[1968],,,45.7,,,87.22
Costa Rica,America - Central,Central and South America,America,1968,[1968],5.657,8692.668519,63.8,65.829,1727922,33.815
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],7.849,4516.956509,170.3,42.123,4984378,15.457
Croatia,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],2.068,14095.03728,,67.716,4148285,73.372
Cuba,America - Central,Central and South America,America,1968,[1968],4.312,10531.53091,39.8,68.745,8401476,75.784
Cyprus,Asia - Western,Asia,Europe & Central Asia,1968,[1968],2.779,11707.65988,,72.052,598592,64.706
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1968,[1968],1.994,23786.09,,69.94,9743100,
Denmark,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],2.117,31412.98453,15.2,73.17,4863983,112.869
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1968,[1968],6.739,5999.155776,,47.814,142320,6.134
Dominica,America - Central,Central and South America,America,1968,[1968],,5372.931733,51,,69041,91.932
Dominican Republic,America - Central,Central and South America,America,1968,[1968],6.562,3215.313657,,57.256,4261702,
East Germany,Europe - Eastern,Europe,Europe & Central Asia,1968,[1968],,,20,,,
Ecuador,America - South,Central and South America,America,1968,[1968],6.335,9380.791747,100.1,57,5628565,19.85
Egypt,Africa - Northern,Africa,Middle East & North Africa,1968,[1968],6.141,3612.466883,161.7,51.625,34252634,34.203
El Salvador,America - Central,Central and South America,America,1968,[1968],6.396,8691.936449,109.4,55.844,3538389,168.166
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1968,[1968],5.658,1871.650926,,39.149,288703,10.292
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1968,[1968],6.686,933.7415626,,39.781,1752123,14.899
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1968,[1968],,,,,30308330,
Estonia,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],2.041,14273.7075,,70.59,1335846,29.62
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],6.903,1028.000426,140.3,42.357,27476546,24.881
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],,,,,37707,26.953
Falkland Islands (Malvinas),Europe - Northern,Europe,America,1968,[1968],,,,,,0.166
Fiji,Oceania,Oceania,East Asia & Pacific,1968,[1968],4.892,4581.185945,44,59.123,498903,27.301
Finland,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],2.15,22245.68566,14.4,69.79,4588404,13.569
France,Europe - Western,Europe,Europe & Central Asia,1968,[1968],2.621,28292.2972,16.5,71.54,50026522,90.71
French Guiana,America - South,Central and South America,America,1968,[1968],4.921,11567.41224,,64.46,44870,0.499
French Polynesia,Oceania,Oceania,East Asia & Pacific,1968,[1968],5.174,31576.42877,,59.452,103387,25.847
Gabon,Africa - Central,Africa,Sub-Saharan Africa,1968,[1968],4.961,16973.4132,,44.943,514963,1.924
Gambia,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],5.991,1442.670429,130,36.178,435647,38.57
Georgia,Asia - Western,Asia,Europe & Central Asia,1968,[1968],2.637,6268.71742,,66.809,4622680,66.323
Germany,Europe - Western,Europe,Europe & Central Asia,1968,[1968],2.278,30959.33253,23.4,70.771,77477619,217.011
Ghana,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],6.957,2216.826801,120.8,48.768,8310713,34.841
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],,,,,24178,4029.667
Greece,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],2.361,17163.26259,38.2,70.354,8697173,65.909
Greenland,America - North,North America,America,1968,[1968],5.845,28678.23539,,,43809,0.02
Grenada,America - Central,Central and South America,America,1968,[1968],4.835,3974.724706,,63.181,94846,275.715
Guadeloupe,America - Central,Central and South America,America,1968,[1968],5.195,7030.949678,,63.908,313303,183.755
Guam,Oceania,Oceania,East Asia & Pacific,1968,[1968],4.716,,,64.804,81598,148.63
Guatemala,America - Central,Central and South America,America,1968,[1968],6.288,6932.10636,124.2,50.561,5162058,47.407
Guernsey,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],,31747.02906,,,52099,
Guinea,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],6.158,1432.581459,196.4,36.222,4034827,16.411
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],5.296,1525.518694,,43.728,594145,16.447
Guyana,America - South,Central and South America,America,1968,[1968],5.152,4605.221458,56.2,59.205,692968,3.224
Haiti,America - Central,Central and South America,America,1968,[1968],5.937,2955.168932,171.9,46.43,4535485,163.441
Holy See,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],,,,,715,1625
Honduras,America - Central,Central and South America,America,1968,[1968],7.383,5189.196346,108.1,51.321,2549206,22.743
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,1968,[1968],,12539.55775,,,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,1968,[1968],1.98,18806.368,41,69.33,10241753,110.088
Iceland,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],3.218,24882.87745,13.8,73.94,199273,1.935
India,Asia - Southern,Asia,South Asia,1968,[1968],5.642,1478.236226,145.5,47.394,529658233,161.124
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,1968,[1968],5.556,1654.571203,119.8,50.974,112461009,59.048
Iran,Asia - Southern,Asia,Middle East & North Africa,1968,[1968],6.617,12237.56927,176.8,49.505,27173692,16.487
Iraq,Asia - Western,Asia,Middle East & North Africa,1968,[1968],7.362,19522.65024,87.6,56.723,9367055,21.371
Ireland,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],3.83,16506.2144,20.6,70.93,2915420,41.487
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],,16597.2704,,,54294,94.92
Israel,Asia - Western,Asia,Middle East & North Africa,1968,[1968],3.806,18977.46606,,70.812,2711274,122.433
Italy,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],2.515,21388.14963,32,70.88,52584254,174.514
Jamaica,America - Central,Central and South America,America,1968,[1968],5.722,12656.67917,46.9,67.686,1824153,165.968
Japan,Asia - Eastern,Asia,East Asia & Pacific,1968,[1968],2.048,21983.99198,15.1,71.75,100990902,267.261
Jersey,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],,,,,68070,
Jordan,Asia - Western,Asia,Middle East & North Africa,1968,[1968],8.004,4792.786196,71.3,58.752,1449985,16.23
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,1968,[1968],3.683,12438.34481,,61.848,12682452,4.654
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],8.117,2193.082416,94.1,51.073,10502123,18.096
Kiribati,Oceania,Oceania,East Asia & Pacific,1968,[1968],6.763,9438.509321,101.5,50.521,41574,57.264
Kuwait,Asia - Western,Asia,Middle East & North Africa,1968,[1968],7.383,161004.2829,60,64.934,641694,36.014
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,1968,[1968],5.034,4776.081147,,59.768,2814423,
Latvia,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],1.845,10980.44944,,70.48,2326027,36.007
Lebanon,Asia - Western,Asia,Middle East & North Africa,1968,[1968],5.181,10630.57348,46.8,65.528,2355380,226.479
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,1968,[1968],5.805,971.1351947,136.4,48.651,991576,32.666
Liberia,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],6.617,1452.706082,191.9,38.113,1364046,12.248
Libya,Africa - Northern,Africa,Middle East & North Africa,1968,[1968],7.808,48627.02454,107,53.921,1833611,1.042
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,1968,[1968],,66294.20215,,,20335,127.094
Lithuania,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],2.311,19785.90399,23.3,71.61,3071192,47.032
Luxembourg,Europe - Western,Europe,Europe & Central Asia,1968,[1968],2.143,39979.29955,21.2,70.28,335573,129.765
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,1968,[1968],,14757.38302,,,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],7.316,3415.398022,102.8,43.796,6216739,10.59
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],7.222,953.2271032,209.2,39.821,4287627,36.187
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,1968,[1968],5.165,4833.854469,47.4,63.581,10376210,31.458
Maldives,Asia - Southern,Asia,South Asia,1968,[1968],7.237,1341.099589,185.3,42.479,110056,369.315
Mali,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],6.875,1106.485671,196.6,31.086,5844286,4.712
Malta,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],2.11,6317.316502,27,69.971,304047,962.174
Marshall Islands,Oceania,Oceania,East Asia & Pacific,1968,[1968],,9947.147294,67.2,,18965,104.779
Martinique,America - Central,Central and South America,America,1968,[1968],4.939,16038.4749,,64.926,321649,291.877
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],6.795,3047.235037,111.7,48.185,1070585,1.044
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],4.516,4525.242416,67.8,63.041,799329,391.828
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],7.91,,,61.068,34087,91.142
Mexico,America - Central,Central and South America,America,1968,[1968],6.775,12073.28118,81.1,60.543,48943844,24.994
Monaco,Europe - Western,Europe,Europe & Central Asia,1968,[1968],,36885.16447,,,23234,15593.289
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,1968,[1968],7.584,2525.037794,,54.285,1209647,0.772
Montenegro,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],2.773,11963.76662,,68.707,514031,37.216
Montserrat,America - Central,Central and South America,America,1968,[1968],,11046.7448,,,11693,114.637
Morocco,Africa - Northern,Africa,Middle East & North Africa,1968,[1968],6.871,3525.238288,124.7,51.808,14502647,32.477
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],6.599,1231.797992,177.5,38.383,9043165,11.282
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,1968,[1968],6.074,1382.977758,120,49.75,24960539,36.892
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,1968,[1968],6.347,7453.237918,62.9,51.489,737803,0.895
Nauru,Oceania,Oceania,East Asia & Pacific,1968,[1968],,11729.16212,,,6241,297.19
Nepal,Asia - Southern,Asia,South Asia,1968,[1968],5.988,1336.970755,187.8,41.64,11403306,77.478
Netherlands,Europe - Western,Europe,Europe & Central Asia,1968,[1968],2.72,28884.97206,13.5,73.63,12670558,305.109
Netherlands Antilles,Europe - Western,Europe,America,1968,[1968],3.23,18823.63378,,68.411,154502,193.127
New Caledonia,Oceania,Oceania,East Asia & Pacific,1968,[1968],5.28,44740.11111,,61.334,98617,5.309
New Zealand,Oceania,Oceania,East Asia & Pacific,1968,[1968],3.02304,28558.24578,17.5,71.18,2738299,10.122
Nicaragua,America - Central,Central and South America,America,1968,[1968],6.941,9118.880982,121.5,52.336,2256800,17.36
Niger,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],7.341,2080.251568,131.2,36.073,4119299,3.251
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],6.387,978.6826141,174.4,40.4,54748444,59.266
Niue,Oceania,Oceania,East Asia & Pacific,1968,[1968],,,52.1,,5239,20.15
North Korea,Asia - Eastern,Asia,East Asia & Pacific,1968,[1968],,,58.6,,,111.537
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,1968,[1968],,5834.354247,,,12318,26.547
Norway,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],2.75,15456.44256,14.2,73.96,3816102,9.908
Oman,Asia - Western,Asia,Middle East & North Africa,1968,[1968],7.286,8348.983868,168.2,48.858,685892,2.216
Pakistan,Asia - Southern,Asia,South Asia,1968,[1968],6.6,981.7547938,145.2,52.405,56257610,70.667
Palau,Oceania,Oceania,East Asia & Pacific,1968,[1968],,24065.49605,,,11206,24.414
Panama,America - Central,Central and South America,America,1968,[1968],5.378,4607.852306,54.1,64.593,1425871,18.881
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1968,[1968],6.208,1543.6843,105.2,44.499,2312978,4.997
Paraguay,America - South,Central and South America,America,1968,[1968],6.041,2318.866664,58.5,65.17,2358072,5.797
Peru,America - South,Central and South America,America,1968,[1968],6.515,5568.881524,107.4,51.969,12473584,9.705
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1968,[1968],6.485,1848.05358,56.3,60.27,33463836,111.546
Poland,Europe - Eastern,Europe,Europe & Central Asia,1968,[1968],2.26,6900.037897,34.3,70.25,32008949,99.022
Portugal,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],3.093,6918.30301,60.1,66.91,8722574,94.829
Puerto Rico,America - Central,Central and South America,America,1968,[1968],3.377,7191.445931,,70.907,2661527,299.89
Qatar,Asia - Western,Asia,Middle East & North Africa,1968,[1968],6.973,61119.01586,,67.039,92319,8.393
Romania,Europe - Eastern,Europe,Europe & Central Asia,1968,[1968],3.610619469,6461.499881,71.8,67.747,19744551,82.824
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1968,[1968],2.038,9176.975335,,69.26,129102954,7.561
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],8.207,531.6154808,123.6,44.165,3526088,133.878
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],,1863.190202,,,4791,
Saint Kitts and Nevis,America - Central,Central and South America,America,1968,[1968],,2752.473752,,,46398,
Saint Lucia,America - Central,Central and South America,America,1968,[1968],6.387,2880.110775,,61.962,101385,
Saint Vincent and the Grenadines,America - Central,Central and South America,America,1968,[1968],6.345,2129.525746,,64.29,88623,
Saint-Pierre-et-Miquelon,America - North,North America,America,1968,[1968],,,,,5291,
Samoa,Oceania,Oceania,East Asia & Pacific,1968,[1968],7.334,3451.459727,,53.774,136856,48.342
San Marino,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],,16958.46398,,,18588,304.721
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,1968,[1968],6.419,1440.23876,57.6,54.71,69646,72.247
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,1968,[1968],7.267,17910.56394,,50.743,5329207,2.479
Senegal,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],7.266,1668.22492,123.5,38.558,3843517,19.538
Serbia,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],2.418,8091.852627,,66.946,8054147,91.15
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],5.9,6044.751327,59.2,64.757,49535,108.868
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],6.583,1304.023132,194.1,33.098,2501620,34.871
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,1968,[1968],3.582,5566.626571,24,67.479,1998650,2926.281
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,1968,[1968],2.541,8777.18413,,70.5,4444651,90.646
Slovenia,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],2.312,9523.351327,,69.261,1652157,81.564
Solomon Islands,Oceania,Oceania,East Asia & Pacific,1968,[1968],6.655,1324.794265,86.3,53.227,154000,5.192
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],7.232,1278.432413,,40.179,3442418,5.399
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,1968,[1968],5.7,7256.575637,,52.104,21374801,17.505
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],6.855,1753.217766,,35.023,2866074,
Spain,Europe - Southern,Europe,Europe & Central Asia,1968,[1968],2.86,8374.242965,30.1,71.73,33098047,65.412
Sri Lanka,Asia - Southern,Asia,South Asia,1968,[1968],4.609,1192.496077,55.9,63.158,12018646,183.183
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,1968,[1968],6.865,1744.145488,94.8,51.466,11142482,5.59
Suriname,America - South,Central and South America,America,1968,[1968],5.922,4746.51589,,62.599,360486,2.201
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,1968,[1968],6.857,2428.328658,119.5,46.982,422152,24.312
Sweden,Europe - Northern,Europe,Europe & Central Asia,1968,[1968],2.068,16136.68748,12.2,74.03,7929066,17.622
Switzerland,Europe - Western,Europe,Europe & Central Asia,1968,[1968],2.312,23522.13088,16.2,72.72,6056165,146.695
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,1968,[1968],,3243.558274,19,67.6,13962000,
Tajikistan,Asia - Central,Asia,Europe & Central Asia,1968,[1968],6.775,3986.594849,,59.44,2765317,19.324
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,1968,[1968],5.903,1361.448726,77.5,58.654,34799247,67.82
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,1968,[1968],6.132,1099.701417,,38.326,579184,38.939
Togo,Africa - Western,Africa,Sub-Saharan Africa,1968,[1968],6.971,1511.874905,135.7,45.339,1931480,34.014
Tokelau,Oceania,Oceania,East Asia & Pacific,1968,[1968],,,,,1738,144.833
Tonga,Oceania,Oceania,East Asia & Pacific,1968,[1968],6.371,1763.79825,44.6,64.214,81096,124.763
Trinidad and Tobago,America - Central,Central and South America,America,1968,[1968],3.802,5895.02905,46.1,64.892,939413,183.121
Tunisia,Africa - Northern,Africa,Middle East & North Africa,1968,[1968],6.737,2088.68455,132.9,48.867,4923201,30.091
Turkey,Asia - Western,Asia,Europe & Central Asia,1968,[1968],5.721,3363.338744,133.2,51.057,33982141,43.369
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,1968,[1968],6.403,5863.007184,,57.79,2066889,4.235
Turks and Caicos Islands,America - Central,Central and South America,America,1968,[1968],,4654.400274,,,5563,12.937
Tuvalu,Oceania,Oceania,East Asia & Pacific,1968,[1968],,2280.72511,,,7128,274.154
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],7.117,904.5963414,111.3,48.256,8866641,36.785
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,1968,[1968],2.021,5697.746421,,71.59,46573376,77.147
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,1968,[1968],6.738,11603.48738,84.5,60.038,180858,2.163
United Kingdom,Europe - Western,Europe,Europe & Central Asia,1968,[1968],2.515,14651.00736,18.7,71.79,55212835,227.307
United States of America,America - North,North America,America,1968,[1968],2.467,23268.21419,21.3,70.42,205672498,21.359
Uruguay,America - South,Central and South America,America,1968,[1968],2.844,5475.229744,53.1,68.576,2774109,15.851
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,1968,[1968],6.608,2056.69608,,62.286,11253870,25.154
Vanuatu,Oceania,Oceania,East Asia & Pacific,1968,[1968],6.433,2150.928915,82.3,51.217,80672,6.618
Venezuela,America - South,Central and South America,America,1968,[1968],5.811,9904.458467,50.3,63.979,10003238,10.968
Vietnam,Asia - Southern,Asia,East Asia & Pacific,1968,[1968],6.494,609.8831494,58,61.214,42893258,129.318
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,1968,[1968],,2191.212382,,,9026,45.13
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,1968,[1968],7.977,2750.957407,,54.374,1140772,189.497
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,1968,[1968],6.615,,,41.316,69339,0.261
Yemen,Asia - Western,Asia,Middle East & North Africa,1968,[1968],,,,,,
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],7.405,1753.08087,111,48.131,3880914,5.157
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,1968,[1968],7.411,561.2217442,73,54.279,4874043,12.473
Afghanistan,Asia - Southern,Asia,South Asia,1972,[1972],7.671,2219.943317,198,37.614,12593688,19.313
Albania,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],4.809,9940.266564,71,67.595,2241623,77.975
Algeria,Africa - Northern,Africa,Middle East & North Africa,1972,[1972],7.591,12547.9913,141,51.195,14600659,6.13
American Samoa,Oceania,Oceania,East Asia & Pacific,1972,[1972],,18574.91232,,,28470,143.065
Andorra,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],,99240.02469,,,26997,57.686
Angola,Africa - Central,Africa,Sub-Saharan Africa,1972,[1972],7.232,16419.86401,,37.846,6179685,4.957
Anguilla,America - Central,Central and South America,America,1972,[1972],,18094.66146,,,6506,71.495
Antigua and Barbuda,America - Central,Central and South America,America,1972,[1972],3.328,13001.2336,,66.558,67419,152.532
Argentina,America - South,Central and South America,America,1972,[1972],3.148,28329.11558,57.8,67.044,24791983,8.917
Armenia,Asia - Western,Asia,Europe & Central Asia,1972,[1972],3.032,7959.940202,,70.604,2643464,88.707
Aruba,America - Central,Central and South America,America,1972,[1972],2.691,14819.27402,,69.851,59849,332.494
Australia,Oceania,Oceania,East Asia & Pacific,1972,[1972],2.743,50365.88845,16.8,71.93,13236895,1.71
Austria,Europe - Western,Europe,Europe & Central Asia,1972,[1972],2.085,49984.8768,24.1,70.63,7526469,89.753
Azerbaijan,Asia - Western,Asia,Europe & Central Asia,1972,[1972],4.348,8242.766059,,65.457,5387375,62.21
Bahamas,America - Central,Central and South America,America,1972,[1972],3.469,36304.87526,27.2,66.49,177849,12.815
Bahrain,Asia - Western,Asia,Middle East & North Africa,1972,[1972],6.089,36537.31677,47.4,65.043,228255,328.898
Bangladesh,Asia - Southern,Asia,South Asia,1972,[1972],6.928,1260.467253,147.1,46.874,68461849,475.436
Barbados,America - Central,Central and South America,America,1972,[1972],2.794,19707.61275,37,65.863,241345,561.267
Belarus,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],2.248,9235.762059,,72.67,9181971,44.229
Belgium,Europe - Western,Europe,Europe & Central Asia,1972,[1972],2.052,33344.28712,18.7,71.44,9696539,317.628
Belize,America - Central,Central and South America,America,1972,[1972],6.284,5233.393158,,66.504,127389,5.547
Benin,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],6.823,2171.593757,153,43.513,2971515,26.385
Bermuda,America - North,North America,America,1972,[1972],,81648.49487,,,52831,996.811
Bhutan,Asia - Southern,Asia,South Asia,1972,[1972],6.679,1615.245172,170.6,38.476,324815,6.911
Bolivia,America - South,Central and South America,America,1972,[1972],6.496,5960.662677,136,46.563,4426012,4.029
Bosnia and Herzegovina,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],2.675,5720.339501,,67.308,3636930,71.038
Botswana,America - South,Africa,Sub-Saharan Africa,1972,[1972],6.579,4527.222227,78.8,56.027,739683,1.272
Brazil,America - South,Central and South America,America,1972,[1972],4.782,9971.422934,96,59.644,100828667,11.843
British Virgin Islands,America - Central,Central and South America,America,1972,[1972],,5757.009956,,,10134,67.113
Brunei,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],5.758,108234.3181,,68.025,137181,23.795
Bulgaria,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],2.155,13194.9888,31.6,70.9,8590839,77.456
Burkina Faso,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],6.697,1709.471953,145.9,40.003,6044303,22.059
Burundi,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],7.348,928.1990079,144.9,44.236,3577187,128.519
Cambodia,Asia - South Eastern,Asia,East Asia & Pacific,1972,[1972],6.173,2186.831068,,36.682,7118136,39.319
Cameroon,Africa - Central,Africa,Sub-Saharan Africa,1972,[1972],6.286,3368.293056,115.9,47.159,7210272,15.165
Canada,America - North,North America,America,1972,[1972],1.965,37941.14172,16.7,72.88,22344104,2.241
Cayman Islands,America - Central,Central and South America,America,1972,[1972],,43440.25671,,,10581,40.08
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1972,[1972],5.953,2140.026551,,43.539,1900723,
Chad,Africa - Central,Africa,Sub-Saharan Africa,1972,[1972],6.636,2208.207974,133.1,42.229,3834574,2.986
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],1.918,,,72.02,123534,633.508
Chile,America - South,Central and South America,America,1972,[1972],3.679,10988.04887,65.2,63.266,9925950,13.119
China,Asia - Eastern,Asia,East Asia & Pacific,1972,[1972],4.92,1881.679927,72.1,63.11888,857804035,89.383
Colombia,America - South,Central and South America,America,1972,[1972],5.153,6529.320083,65.4,61.591,22381887,19.652
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],7.058,3875.155351,142.7,48.68,249000,133.799
Cook Islands,Oceania,Oceania,East Asia & Pacific,1972,[1972],,,35.5,,,90.775
Costa Rica,America - Central,Central and South America,America,1972,[1972],4.488,10236.29388,52.8,67.806,1908913,37.356
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1972,[1972],7.937,4756.402222,151.1,45.351,5909848,18.327
Croatia,Europe - Southern,Europe,Europe & Central Asia,1972,[1972],1.975,18328.18025,,68.969,4201302,74.309
Cuba,America - Central,Central and South America,America,1972,[1972],3.646,10610.89051,31.2,70.79,9010586,81.278
Cyprus,Asia - Western,Asia,Europe & Central Asia,1972,[1972],2.491,15249.17714,,73.067,628140,67.9
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],2.153,26216.9072,,70.29,9855516,
Denmark,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],2.03,36119.55515,12.4,73.47,4987806,115.742
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1972,[1972],6.836,7388.424704,,50.442,181622,7.829
Dominica,America - Central,Central and South America,America,1972,[1972],,6237.210465,36.3,,71737,95.522
Dominican Republic,America - Central,Central and South America,America,1972,[1972],5.782,4379.748999,,59.565,4764319,
East Germany,Europe - Eastern,Europe,Europe & Central Asia,1972,[1972],,,18,,,
Ecuador,America - South,Central and South America,America,1972,[1972],5.874,10561.98942,91.1,58.652,6333049,22.334
Egypt,Africa - Northern,Africa,Middle East & North Africa,1972,[1972],5.763,4048.016294,153.8,52.926,37577248,37.523
El Salvador,America - Central,Central and South America,America,1972,[1972],6.01,9040.492016,102.1,56.917,3937757,187.147
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1972,[1972],5.68,1344.824514,,40.352,274893,9.8
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1972,[1972],6.626,1028.648416,124.8,41.26,1946213,16.549
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1972,[1972],,,,,33030559,
Estonia,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],2.129,15483.76978,,70.35,1394029,30.91
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1972,[1972],7.06,1132.487888,140.2,43.471,30642920,27.749
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],,,,,39288,28.083
Falkland Islands (Malvinas),Europe - Northern,Europe,America,1972,[1972],,,,,,0.161
Fiji,Oceania,Oceania,East Asia & Pacific,1972,[1972],4.275,5595.518968,42.3,60.546,542846,29.706
Finland,Europe - Northern,Europe,Europe & Central Asia,1972,[1972],1.59,28717.7518,12,70.87,4644371,13.735
