Country,Region-Geo,Continent,Region,Year,Leap Year,ChildrenPerWoman,IncomePerPerson,Infantmortality,LifeExpectancy,Populationtotal,Populationdensity
Montserrat,America - Central,Central and South America,America,1992,[1992],,24566.83075,11.76,,10842,106.294
Morocco,Africa - Northern,Africa,Middle East & North Africa,1992,[1992],3.755,5896.094504,58.4,65.782,25679802,57.507
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],6.14,821.7936478,150.2,44.409,14318167,17.862
Myanmar,Asia - South Eastern,Asia,East Asia & Pacific,1992,[1992],3.158,1783.438752,72.5,59.451,40425088,59.749
Namibia,Africa - Southern,Africa,Sub-Saharan Africa,1992,[1992],4.97,7609.075998,47.5,61.263,1512524,1.835
Nauru,Oceania,Oceania,East Asia & Pacific,1992,[1992],,22041.48595,42.5,,9544,454.476
Nepal,Asia - Southern,Asia,South Asia,1992,[1992],5.004,1795.480721,89.9,56.619,20042806,136.178
Netherlands,Europe - Western,Europe,Europe & Central Asia,1992,[1992],1.59,51427.76351,6.3,77.42,15102709,363.675
Netherlands Antilles,Europe - Western,Europe,America,1992,[1992],2.28,39266.03269,,74.52,191888,239.86
New Caledonia,Oceania,Oceania,East Asia & Pacific,1992,[1992],2.93,72766.34034,,71.31,177618,9.562
New Zealand,Oceania,Oceania,East Asia & Pacific,1992,[1992],2.30748,36726.64988,8.2,76.33,3503125,12.949
Nicaragua,America - Central,Central and South America,America,1992,[1992],4.519,4340.303449,46.7,65.607,4323263,33.256
Niger,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],7.766,1162.36545,132.2,45.142,8299868,6.551
Nigeria,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],6.395,1619.848217,125.5,46.079,102444773,110.899
Niue,Oceania,Oceania,East Asia & Pacific,1992,[1992],,,13.2,,2260,8.692
North Korea,Asia - Eastern,Asia,East Asia & Pacific,1992,[1992],,,41.1,,,172.595
Northern Mariana Islands,Oceania,Oceania,East Asia & Pacific,1992,[1992],,6713.146327,,,49456,106.586
Norway,Europe - Northern,Europe,Europe & Central Asia,1992,[1992],1.88,33135.03622,5.8,77.32,4285620,11.127
Oman,Asia - Western,Asia,Middle East & North Africa,1992,[1992],6.472,18616.70691,26.9,68.266,2031377,6.563
Pakistan,Asia - Southern,Asia,South Asia,1992,[1992],5.767,1971.829464,102.4,61.718,118010303,148.236
Palau,Oceania,Oceania,East Asia & Pacific,1992,[1992],,13702.20071,28.8,,15894,34.627
Panama,America - Central,Central and South America,America,1992,[1992],2.982,6618.74305,25.1,73.455,2517356,33.335
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1992,[1992],4.724,1880.960637,63.3,56.271,4368815,9.439
Paraguay,America - South,Central and South America,America,1992,[1992],4.356,4196.411078,34.2,68.371,4464780,10.977
Peru,America - South,Central and South America,America,1992,[1992],3.617,4446.380924,50.8,66.522,22553275,17.548
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1992,[1992],4.177,2279.324017,37.5,65.552,64659225,215.531
Poland,Europe - Eastern,Europe,Europe & Central Asia,1992,[1992],1.913,7738.881247,14.2,70.99,38247716,118.322
Portugal,Europe - Southern,Europe,Europe & Central Asia,1992,[1992],1.502,16207.26663,9.7,74.86,9982069,108.522
Puerto Rico,America - Central,Central and South America,America,1992,[1992],2.18,14641.58711,,73.97,3597861,405.393
Qatar,Asia - Western,Asia,Middle East & North Africa,1992,[1992],3.796,41781.67545,15.6,75.558,488204,44.382
Romania,Europe - Eastern,Europe,Europe & Central Asia,1992,[1992],1.486725664,6598.409903,28.5,69.52,23077600,96.806
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1992,[1992],1.628,10231.85119,22,67.98,148897737,8.72
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],6.766,737.0685949,99,48.989,6452688,244.995
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],,2212.70137,,,5430,
Saint Kitts and Nevis,America - Central,Central and South America,America,1992,[1992],,9629.932235,,,41349,
Saint Lucia,America - Central,Central and South America,America,1992,[1992],3.195,7855.310355,,71.235,141863,
Saint Vincent and the Grenadines,America - Central,Central and South America,America,1992,[1992],2.86,4890.148197,,70.429,107950,
Saint-Pierre-et-Miquelon,America - North,North America,America,1992,[1992],,,,,6304,
Samoa,Oceania,Oceania,East Asia & Pacific,1992,[1992],4.956,3354.370018,23.7,65.91,163790,57.856
San Marino,Europe - Southern,Europe,Europe & Central Asia,1992,[1992],,26307.40921,8.4,,24769,406.049
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,1992,[1992],5.203,1428.777814,66.7,62.133,120835,125.348
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,1992,[1992],5.522,24841.61777,32.1,69.715,17189075,7.996
Senegal,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],6.404,1367.899369,70.3,57.529,7686866,39.075
Serbia,Europe - Southern,Europe,Europe & Central Asia,1992,[1992],1.996,9325.068238,21.1,71.689,9834717,111.302
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,1992,[1992],2.585,12849.44424,13.4,70.718,72549,159.448
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,1992,[1992],6.385,1068.696278,151.7,36.287,3979553,55.472
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,1992,[1992],1.72,24769.8912,5,76.732,3190692,4671.584
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,1992,[1992],1.895,9498.467723,14.3,71.38,5314849,108.393
